"species","spnumber","star","pref"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Kagawa"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Tokushima"
"Sanicula chinensis Bunge",5760,"GN","Kagawa"
"Sanicula chinensis Bunge",5760,"GN","Tokushima"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Kagawa"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Tokushima"
"Quercus variabilis Biume",9722,"GN","Kagawa"
"Quercus variabilis Biume",9722,"GN","Tokushima"
"Xanthium strumarium L.",4077,"GN","Kagawa"
"Xanthium strumarium L.",4077,"GN","Tokushima"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Kagawa"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Tokushima"
"Photinia glabra (Thunb.) Maxim.",11302,"GN","Kagawa"
"Photinia glabra (Thunb.) Maxim.",11302,"GN","Tokushima"
"Geranium nepalense Sweet",11856,"GN","Kagawa"
"Geranium nepalense Sweet",11856,"GN","Tokushima"
"Rubus parvifolius L.",11435,"GN","Kagawa"
"Rubus parvifolius L.",11435,"GN","Tokushima"
"Albizia julibrissin Durazz.",11594,"GN","Kagawa"
"Albizia julibrissin Durazz.",11594,"GN","Tokushima"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Kagawa"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Tokushima"
"Camellia japonica L.",10714,"GN","Kagawa"
"Camellia japonica L.",10714,"GN","Tokushima"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Kagawa"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Tokushima"
"Swida controversa (Hemsl. ex Prain) Soj{a'}rk",5732,"GN","Kagawa"
"Swida controversa (Hemsl. ex Prain) Soj{a'}rk",5732,"GN","Tokushima"
"Wisteria japonica Siebold et Zucc.",11645,"GN","Kagawa"
"Wisteria japonica Siebold et Zucc.",11645,"GN","Tokushima"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Kagawa"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Tokushima"
"Agrimonia pilosa Ledeb.",11492,"GN","Kagawa"
"Agrimonia pilosa Ledeb.",11492,"GN","Tokushima"
"Magnolia hypoleuca Siebold et Zucc.",10247,"GN","Kagawa"
"Magnolia hypoleuca Siebold et Zucc.",10247,"GN","Tokushima"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Kagawa"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Tokushima"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Kagawa"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Tokushima"
"Ulmus parvifolia Jacq.",9758,"GN","Kagawa"
"Ulmus parvifolia Jacq.",9758,"GN","Tokushima"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Kagawa"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Tokushima"
"Acalypha australis L.",5291,"GN","Kagawa"
"Acalypha australis L.",5291,"GN","Tokushima"
"Fallopia japonica (Houtt.) Ronse Decr. var. japonica",9949,"GN","Kagawa"
"Fallopia japonica (Houtt.) Ronse Decr. var. japonica",9949,"GN","Tokushima"
"Smilax china L.",29794,"GN","Kagawa"
"Smilax china L.",29794,"GN","Tokushima"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Kagawa"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Tokushima"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Kagawa"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Tokushima"
"Ilex macropoda Miq.",5429,"GN","Kagawa"
"Ilex macropoda Miq.",5429,"GN","Tokushima"
"Ilex chinensis Sims",5412,"GN","Kagawa"
"Ilex chinensis Sims",5412,"GN","Tokushima"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Kagawa"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Tokushima"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Kagawa"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Tokushima"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Kagawa"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Tokushima"
"Lysimachia clethroides Duby",29844,"GN","Kagawa"
"Lysimachia clethroides Duby",29844,"GN","Tokushima"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Kagawa"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Tokushima"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Kagawa"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Tokushima"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Kagawa"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Tokushima"
"Leibnitzia anandria (L.) Turcz.",4392,"GN","Kagawa"
"Leibnitzia anandria (L.) Turcz.",4392,"GN","Tokushima"
"Hydrangea paniculata Siebold",11209,"GN","Kagawa"
"Hydrangea paniculata Siebold",11209,"GN","Tokushima"
"Ilex rotunda Thunb.",5414,"GN","Kagawa"
"Ilex rotunda Thunb.",5414,"GN","Tokushima"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Kagawa"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Tokushima"
"Aralia elata (Miq.) Seem.",5738,"GN","Kagawa"
"Aralia elata (Miq.) Seem.",5738,"GN","Tokushima"
"Elaeagnus pungens Thunb.",5553,"GN","Kagawa"
"Elaeagnus pungens Thunb.",5553,"GN","Tokushima"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Kagawa"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Tokushima"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Kagawa"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Tokushima"
"Rhus javanica L.",5372,"GN","Kagawa"
"Rhus javanica L.",5372,"GN","Tokushima"
"Syneilesis palmata (Thunb.) Maxim.",4132,"GN","Kagawa"
"Syneilesis palmata (Thunb.) Maxim.",4132,"GN","Tokushima"
"Rubus buergeri Miq.",11408,"GN","Kagawa"
"Rubus buergeri Miq.",11408,"GN","Tokushima"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Kagawa"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Tokushima"
"Cryptotaenia japonica Hassk.",5765,"GN","Kagawa"
"Cryptotaenia japonica Hassk.",5765,"GN","Tokushima"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Kagawa"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Tokushima"
"Rhododendron macrosepalum Maxim.",4436,"BU","Kagawa"
"Rhododendron macrosepalum Maxim.",4436,"BU","Tokushima"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Kagawa"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Tokushima"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Kagawa"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Tokushima"
"Stellaria aquatica (L.) Scop.",10117,"GN","Kagawa"
"Stellaria aquatica (L.) Scop.",10117,"GN","Tokushima"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Kagawa"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Tokushima"
"Korthalsella japonica (Thunb.Engl.)",9895,"GN","Kagawa"
"Korthalsella japonica (Thunb.Engl.)",9895,"GN","Tokushima"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Kagawa"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Tokushima"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Kagawa"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Tokushima"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Kagawa"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Tokushima"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Kagawa"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Tokushima"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Kagawa"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Tokushima"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Kagawa"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Tokushima"
"Sanguisorba officinalis L.",11499,"GN","Kagawa"
"Sanguisorba officinalis L.",11499,"GN","Tokushima"
"Oenanthe javanica (Blume) DC.",3235,"GN","Kagawa"
"Oenanthe javanica (Blume) DC.",3235,"GN","Tokushima"
"Prunella vulgaris L. subsp. asiatica (Nakai) Hara",473,"GN","Kagawa"
"Prunella vulgaris L. subsp. asiatica (Nakai) Hara",473,"GN","Tokushima"
"Litsea coreana H.Lev.",10295,"GN","Kagawa"
"Litsea coreana H.Lev.",10295,"GN","Tokushima"
"Quercus glauca Thunb.",9738,"GN","Kagawa"
"Quercus glauca Thunb.",9738,"GN","Tokushima"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Kagawa"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Tokushima"
"Vicia unijuga A.Braun",11620,"GN","Tokushima"
"Vicia unijuga A.Braun",11620,"GN","Kagawa"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Tokushima"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Kagawa"
"Lysimachia mauritiana Lam.",4550,"GN","Tokushima"
"Lysimachia mauritiana Lam.",4550,"GN","Kagawa"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Tokushima"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Kagawa"
"Lophatherum gracile Brongn.",29531,"GN","Tokushima"
"Lophatherum gracile Brongn.",29531,"GN","Kagawa"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Tokushima"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Kagawa"
"Eleutherococcus innovans (Sieb. et Zucc.) H. Ohba",5745,"GN","Tokushima"
"Eleutherococcus innovans (Sieb. et Zucc.) H. Ohba",5745,"GN","Kagawa"
"Elaeagnus macrophylla Thunb.",5555,"GN","Tokushima"
"Elaeagnus macrophylla Thunb.",5555,"GN","Kagawa"
"Schisandra repanda (Siebold et Zucc.) Radlk.",10257,"GN","Tokushima"
"Schisandra repanda (Siebold et Zucc.) Radlk.",10257,"GN","Kagawa"
"Hibiscus hamabo Sieb. et Zucc.",5515,"BU","Tokushima"
"Hibiscus hamabo Sieb. et Zucc.",5515,"BU","Kagawa"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Tokushima"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Kagawa"
"Glochidion obovatum Sieb. et Zucc.",5286,"BU","Tokushima"
"Glochidion obovatum Sieb. et Zucc.",5286,"BU","Kagawa"
"Woodwardia orientalis Sw.",3537,"GN","Tokushima"
"Woodwardia orientalis Sw.",3537,"GN","Kagawa"
"Ohwia caudata (Thunb.) H. Ohashi",11729,"GN","Tokushima"
"Ohwia caudata (Thunb.) H. Ohashi",11729,"GN","Kagawa"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Tokushima"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Kagawa"
"Aralia cordata Thunb.",3227,"GN","Tokushima"
"Aralia cordata Thunb.",3227,"GN","Kagawa"
"Quercus salicina Blume",9742,"GN","Tokushima"
"Quercus salicina Blume",9742,"GN","Kagawa"
"Abies firma Sieb. et Zucc.",3968,"BU","Tokushima"
"Abies firma Sieb. et Zucc.",3968,"BU","Kagawa"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Tokushima"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Kagawa"
"Lathyrus japonicus Willd.",11632,"GN","Tokushima"
"Lathyrus japonicus Willd.",11632,"GN","Kagawa"
"Maesa japonica (Thunb.) Moritzi",4530,"GN","Tokushima"
"Maesa japonica (Thunb.) Moritzi",4530,"GN","Kagawa"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Tokushima"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Kagawa"
"Quercus sessilifolia Blume",9736,"GN","Tokushima"
"Quercus sessilifolia Blume",9736,"GN","Kagawa"
"Daphniphyllum macropodum Miq.",3176,"GN","Tokushima"
"Daphniphyllum macropodum Miq.",3176,"GN","Kagawa"
"Clematis apiifolia DC.",10437,"GN","Tokushima"
"Clematis apiifolia DC.",10437,"GN","Kagawa"
"Crepidiastrum keiskeanum (Maxim.) Nakai",4034,"BU","Tokushima"
"Crepidiastrum keiskeanum (Maxim.) Nakai",4034,"BU","Kagawa"
"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.",3992,"BU","Tokushima"
"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.",3992,"BU","Kagawa"
"Uncaria rhynchophylla (Miq.) Miq.",4784,"GN","Tokushima"
"Uncaria rhynchophylla (Miq.) Miq.",4784,"GN","Kagawa"
"Gardenia jasminoides Ellis",4791,"GN","Tokushima"
"Gardenia jasminoides Ellis",4791,"GN","Kagawa"
"Carpinus tschonoskii Maxim.",9712,"GN","Tokushima"
"Carpinus tschonoskii Maxim.",9712,"GN","Kagawa"
"Ardisia crenata Sims",4533,"GN","Tokushima"
"Ardisia crenata Sims",4533,"GN","Kagawa"
"Rubus microphyllus L.f.",11420,"GN","Tokushima"
"Rubus microphyllus L.f.",11420,"GN","Kagawa"
"Euscaphis japonica (Thunb.) Kanitz",5455,"GN","Tokushima"
"Euscaphis japonica (Thunb.) Kanitz",5455,"GN","Kagawa"
"Anodendron affine (Hook. et Arn.) Drude",4695,"GN","Tokushima"
"Anodendron affine (Hook. et Arn.) Drude",4695,"GN","Kagawa"
"Ilex latifolia Thunb.",5419,"GN","Tokushima"
"Ilex latifolia Thunb.",5419,"GN","Kagawa"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Tokushima"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Kagawa"
"Symplocos glauca (Thunb.) Koidz.",4609,"GN","Tokushima"
"Symplocos glauca (Thunb.) Koidz.",4609,"GN","Kagawa"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Tokushima"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Kagawa"
"Elaeagnus glabra Thunb.",5554,"GN","Tokushima"
"Elaeagnus glabra Thunb.",5554,"GN","Kagawa"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Hyogo"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Tokushima"
"Ficus nipponica Franch. et Sav.",9777,"GN","Hyogo"
"Callicarpa japonica Thunb.",4907,"GN","Hyogo"
"Pittosporum tobira (Thunb.) W.T.Aiton",11238,"GN","Hyogo"
"Quercus glauca Thunb.",9738,"GN","Hyogo"
"Eclipta prostrata (L.) L.",4096,"GN","Hyogo"
"Hedera rhombea (Miq.) Bean",5740,"GN","Hyogo"
"Cladium mariscus subsp. mariscus",21441,"GN","Hyogo"
"Cladium mariscus subsp. mariscus",21441,"GN","Tokushima"
"Cleyera japonica Thunb. var. japonica",10731,"GN","Hyogo"
"Ardisia crenata Sims",4533,"GN","Hyogo"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Hyogo"
"Celtis sinensis Pers.",9767,"GN","Hyogo"
"Quercus acutissima Carruth.",9721,"GN","Hyogo"
"Lysimachia clethroides Duby",29844,"GN","Hyogo"
"Rumex japonicus Houtt.",9910,"GN","Hyogo"
"Rubus microphyllus L.f.",11420,"GN","Hyogo"
"Quercus aliena Blume",9731,"GN","Hyogo"
"Rhododendron macrosepalum Maxim.",4436,"BU","Hyogo"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Hyogo"
"Miscanthus floridulus (Labill.) Warb. ex K. Schum. & Lauterb.",29539,"GN","Hyogo"
"Sanguisorba officinalis L.",11499,"GN","Hyogo"
"Elaeocarpus sylvestris (Lour.) Poir.",5493,"GN","Hyogo"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Hyogo"
"Quercus serrata Murray",9727,"GN","Hyogo"
"Ardisia pusilla A. DC.",4536,"GN","Hyogo"
"Ardisia pusilla A. DC.",4536,"GN","Tokushima"
"Rapanaea neriifolia (Sieb. et Zucc.) Mez",4539,"GN","Hyogo"
"Castanea crenata Siebold et Zucc.",9752,"GN","Hyogo"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Hyogo"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Hyogo"
"Elaeagnus pungens Thunb.",5553,"GN","Hyogo"
"Dendranthema indicum (L.) Des Moul.",4248,"GN","Hyogo"
"Dendranthema indicum (L.) Des Moul.",4248,"GN","Tokushima"
"Pourthiaea villosa (Thunb.) Decne. var. viliosa",11300,"GN","Hyogo"
"Dichondra micrantha Urb.",4757,"GN","Hyogo"
"Dichondra micrantha Urb.",4757,"GN","Tokushima"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Hyogo"
"Ixeris repens (L.) A. Gray",4036,"GN","Hyogo"
"Ixeris repens (L.) A. Gray",4036,"GN","Tokushima"
"Plantago asiatica L.",5144,"GN","Hyogo"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Hyogo"
"Ulmus parvifolia Jacq.",9758,"GN","Hyogo"
"Ilex pedunculosa Miq.",5413,"GN","Hyogo"
"Lophatherum gracile Brongn.",29531,"GN","Hyogo"
"Arundo donax L.",29395,"GN","Hyogo"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Hyogo"
"Aralia elata (Miq.) Seem.",5738,"GN","Hyogo"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Hyogo"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Hyogo"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Hyogo"
"Gnaphalium japonicum Thunb.",4271,"GN","Hyogo"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Hyogo"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Hyogo"
"Clematis apiifolia DC.",10437,"GN","Hyogo"
"Vicia unijuga A.Braun",11620,"GN","Hyogo"
"Youngia japonica (L.) DC.",4062,"GN","Hyogo"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Hyogo"
"Gardenia jasminoides Ellis",4791,"GN","Hyogo"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Hyogo"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Hyogo"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Hyogo"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Tokushima"
"Oenanthe javanica (Blume) DC.",3235,"GN","Hyogo"
"Lysimachia mauritiana Lam.",4550,"GN","Hyogo"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Hyogo"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Hyogo"
"Aster scaber Thunb.",4175,"GN","Hyogo"
"Gleichenia japonica Spreng.",3342,"GN","Hyogo"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Hyogo"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Hyogo"
"Stellaria aquatica (L.) Scop.",10117,"GN","Hyogo"
"Pennisetum alopecuroides (L.) Spreng.",29565,"GN","Hyogo"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Hyogo"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Hyogo"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Hyogo"
"Ternstroemia gymnanthera (Wight et Arn.) Bedd.",10727,"GN","Hyogo"
"Crepidiastrum keiskeanum (Maxim.) Nakai",4034,"BU","Hyogo"
"Cryptotaenia japonica Hassk.",5765,"GN","Hyogo"
"Canavalia lineata (Thunb.) DC.",11791,"GN","Hyogo"
"Canavalia lineata (Thunb.) DC.",11791,"GN","Tokushima"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Hyogo"
"Houttuynia cordata Thunb.",10614,"GN","Hyogo"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Hyogo"
"Glochidion obovatum Sieb. et Zucc.",5286,"BU","Hyogo"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Hyogo"
"Elaeagnus glabra Thunb.",5554,"GN","Hyogo"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Hyogo"
"Imperata cylindrica (L.) Raeusch.",29511,"GN","Hyogo"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Hyogo"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Hyogo"
"Agrimonia pilosa Ledeb.",11492,"GN","Hyogo"
"Euonymus alatus (Thunb.) Sieb.",3186,"GN","Hyogo"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Hyogo"
"Quercus phyllyreioides A. Gray",9720,"GN","Hyogo"
"Ampelopsis glandulosa (Wall.) Momiy. var. hancei",682,"GN","Hyogo"
"Centella asiatica (L.) Urb.",5759,"GN","Hyogo"
"Lathyrus japonicus Willd.",11632,"GN","Hyogo"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Hyogo"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Hyogo"
"Quercus variabilis Biume",9722,"GN","Hyogo"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Hyogo"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Hyogo"
"Rhus javanica L.",5372,"GN","Hyogo"
"Vaccinium bracteatum Thunb.",4503,"GN","Hyogo"
"Lysimachia japonica Thunb.",4553,"GN","Hyogo"
"Platycarya strobilacea Siebold et Zucc.",9575,"GN","Hyogo"
"Albizia julibrissin Durazz.",11594,"GN","Hyogo"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Hyogo"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Hyogo"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Hyogo"
"Acalypha australis L.",5291,"GN","Hyogo"
"Wisteria japonica Siebold et Zucc.",11645,"GN","Hyogo"
"Elaeagnus umbellata Thunb.",3200,"GN","Hyogo"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Hyogo"
"Indigofera pseudotinctoria Matsum.",11687,"GN","Hyogo"
"Paederia foetida L.",4835,"GN","Hyogo"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Hyogo"
"Smilax china L.",29794,"GN","Hyogo"
"Damnacanthus indicus Gaertn. f.",4823,"GN","Hyogo"
"Damnacanthus indicus Gaertn. f.",4823,"GN","Tokushima"
"Rhus trichocarpa Miq.",5373,"GN","Hyogo"
"Limonium tetragonum (Thunb.) Bullock",4579,"GN","Hyogo"
"Limonium tetragonum (Thunb.) Bullock",4579,"GN","Tokushima"
"Ficus erecta Thunb.",9780,"GN","Hyogo"
"Rubus parvifolius L.",11435,"GN","Hyogo"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Hyogo"
"Rubus buergeri Miq.",11408,"GN","Hyogo"
"Eurya emarginata (Thunb.) Makino",10736,"GN","Hyogo"
"Eurya emarginata (Thunb.) Makino",10736,"GN","Tokushima"
"Xylosma japonicum (Thunb.) A. Gray",5570,"GN","Hyogo"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Hyogo"
"Xanthium strumarium L.",4077,"GN","Hyogo"
"Pueraria lobata (Willd.) Ohwi",11792,"GN","Hyogo"
"Ligustrum japonicum Thunb.",4636,"GN","Hyogo"
"Carpinus tschonoskii Maxim.",9712,"GN","Hyogo"
"Euryale ferox Salisb.",10609,"GN","Hyogo"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Hyogo"
"Hibiscus hamabo Sieb. et Zucc.",5515,"BU","Hyogo"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Hyogo"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Tokushima"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Hyogo"
"Diplazium subsinuatum (N. Wall. ex Hook. et Grev.) Tagawa",3863,"GN","Hyogo"
"Diplazium subsinuatum (N. Wall. ex Hook. et Grev.) Tagawa",3863,"GN","Tokushima"
"Ilex rotunda Thunb.",5414,"GN","Hyogo"
"Wisteria floribunda (Willd.) DC.",11647,"BU","Hyogo"
"Sanicula chinensis Bunge",5760,"GN","Hyogo"
"Dendranthema japonicum (Makino) Kitam.",4242,"BU","Hyogo"
"Lobelia chinensis Lour.",5208,"GN","Hyogo"
"Lobelia chinensis Lour.",5208,"GN","Tokushima"
"Aria japonica Decne.",11298,"BU","Hyogo"
"Litsea coreana H.Lev.",10295,"GN","Hyogo"
"Vitis flexuosa Thunb.",3192,"GN","Hyogo"
"Stephania japonica (Thunb.) Miers",10584,"GN","Hyogo"
"Stephania japonica (Thunb.) Miers",10584,"GN","Tokushima"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Hyogo"
"Cocculus trilobus (Thunb.) DC.",10592,"GN","Hyogo"
"Patrinia scabiosifolia Fisch. ex Trevir.",5256,"GN","Hyogo"
"Lespedeza buergeri Miq.",11745,"GN","Hyogo"
"Fallopia japonica (Houtt.) Ronse Decr. var. japonica",9949,"GN","Hyogo"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Hyogo"
"Rubus sieboldii Blume",11407,"BU","Hyogo"
"Rubus sieboldii Blume",11407,"BU","Tokushima"
"Kadsura japonica (L.) Dunal",10258,"BU","Hyogo"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Hyogo"
"Fraxinus sieboldiana Bl.",4625,"GN","Hyogo"
"Ohwia caudata (Thunb.) H. Ohashi",11729,"GN","Hyogo"
"Eurya japonica Thunb.",10738,"GN","Hyogo"
"Callicarpa mollis Sieb. et Zucc.",4901,"GN","Hyogo"
"Glehnia littoralis F. Schmidt",5783,"GN","Hyogo"
"Glehnia littoralis F. Schmidt",5783,"GN","Tokushima"
"Osmunda japonica Thunb.",3329,"GN","Hyogo"
"Salicornia europaea L.",10195,"GN","Hyogo"
"Salicornia europaea L.",10195,"GN","Tokushima"
"Ilex chinensis Sims",5412,"GN","Hyogo"
"Photinia glabra (Thunb.) Maxim.",11302,"GN","Hyogo"
"Camellia japonica L.",10714,"GN","Hyogo"
"Cnidium japonicum Miq.",5782,"GN","Hyogo"
"Cnidium japonicum Miq.",5782,"GN","Tokushima"
"Elaeagnus macrophylla Thunb.",5555,"GN","Hyogo"
"Celastrus orbiculatus Thunb.",3188,"GN","Hyogo"
"Korthalsella japonica (Thunb.Engl.)",9895,"GN","Hyogo"
"Viburnum erosum Thunb. ex Murray",5217,"GN","Hyogo"
"Euphorbia jolkinii Boiss.",5318,"GN","Hyogo"
"Euphorbia jolkinii Boiss.",5318,"GN","Tokushima"
"Semiaquilegia adoxoides (DC.) Makino",10507,"GN","Hyogo"
